Application,Policy,Hostname,UserEmail,Result,ExitCode,LastResult,Version,LastSeen,UUID
Google Chrome,Chrome Patching,Tessas-Mac.local,Tessa@example.com,Success,0,Success,112.0.5615,04/05/2023,759DD5B7
Google Chrome,Chrome Patching,Simons-Mac.local,Simon@example.com,Success,0,Success,112.0.5615,04/05/2023,FC27573E
Google Chrome,Chrome Patching,Tobiass-Mac.local,Tobias@example.com,Success,0,Success,107.0.5304,04/05/2023,3DF6D235
Google Chrome,Chrome Patching,Matiass-Mac.local,Matias@example.com,Success,0,Success,112.0.5615,04/05/2023,59D1AFBC
Google Chrome,Chrome Patching,Cashs-Mac.local,Cash@example.com,Success,0,Success,104.0.5112,04/05/2023,BBABA5EA
Google Chrome,Chrome Patching,Amaris-Mac.local,Amari@example.com,Success,0,Success,113.0.5672,04/05/2023,B7CAC4D1
Google Chrome,Chrome Patching,Brandons-Mac.local,Brandon@example.com,Success,0,Success,113.0.5672,04/05/2023,325E42CA
Google Chrome,Chrome Patching,Sophies-Mac.local,Sophie@example.com,Success,0,Success,105.0.5195,04/05/2023,EDCFFA55
Google Chrome,Chrome Patching,Elis-Mac.local,Eli@example.com,Success,0,Success,112.0.5615,04/05/2023,7AFBAA6D
Google Chrome,Chrome Patching,Londons-Mac.local,London@example.com,Success,0,Success,105.0.5195,04/05/2023,1A18EA29
Google Chrome,Chrome Patching,Khloes-Mac.local,Khloe@example.com,Waiting,1,Waiting,113.0.5672,04/05/2023,4E9D9F39
Google Chrome,Chrome Patching,Gunners-Mac.local,Gunner@example.com,Success,0,Success,112.0.5615,04/05/2023,6A4FF498
Google Chrome,Chrome Patching,Franklins-Mac.local,Franklin@example.com,Success,0,Success,112.0.5615,04/05/2023,CDD48BB1
Google Chrome,Chrome Patching,Remingtons-Mac.local,Remington@example.com,Success,0,Success,109.0.5414,04/05/2023,A3ED4DEC
Google Chrome,Chrome Patching,Walters-Mac.local,Walter@example.com,Success,0,Success,113.0.5672,04/05/2023,787B390A
Google Chrome,Chrome Patching,Reids-Mac.local,Reid@example.com,Success,0,Success,105.0.5195,04/05/2023,69254DEF
Google Chrome,Chrome Patching,Vivianas-Mac.local,Viviana@example.com,Success,0,Success,113.0.5672,04/05/2023,81842B36
Google Chrome,Chrome Patching,Tysons-Mac.local,Tyson@example.com,Success,0,Success,112.0.5615,04/05/2023,F17AE346
Google Chrome,Chrome Patching,Lillians-Mac.local,Lillian@example.com,Success,0,Success,110.0.5481,04/05/2023,B9FF000D
Google Chrome,Chrome Patching,Clarks-Mac.local,Clark@example.com,Success,0,Success,112.0.5615,04/05/2023,A09B717F
Google Chrome,Chrome Patching,Brynns-Mac.local,Brynn@example.com,Success,0,Success,113.0.5672,04/05/2023,00B499FC
Google Chrome,Chrome Patching,Lennoxs-Mac.local,Lennox@example.com,Success,0,Success,103.0.5060,04/05/2023,C49A62EB
Google Chrome,Chrome Patching,Laurens-Mac.local,Lauren@example.com,Success,0,Success,109.0.5414,04/05/2023,AD15CF6E
Google Chrome,Chrome Patching,Camdens-Mac.local,Camden@example.com,Success,0,Success,112.0.5615,04/05/2023,7ECB411E
Google Chrome,Chrome Patching,Raegans-Mac.local,Raegan@example.com,Success,0,Success,111.0.5563,04/05/2023,0B6B29AF
Google Chrome,Chrome Patching,Margots-Mac.local,Margot@example.com,Success,0,Success,109.0.5414,04/05/2023,623DCAD0
Google Chrome,Chrome Patching,Ruths-Mac.local,Ruth@example.com,Success,0,Success,113.0.5672,04/05/2023,D38F17D7
Google Chrome,Chrome Patching,Mabels-Mac.local,Mabel@example.com,Success,0,Success,112.0.5615,04/05/2023,809CD71B
Google Chrome,Chrome Patching,Makaylas-Mac.local,Makayla@example.com,Success,0,Success,109.0.5414,04/05/2023,53413AE4
Google Chrome,Chrome Patching,Grants-Mac.local,Grant@example.com,Success,0,Success,112.0.5615,04/05/2023,CFFD341D
Google Chrome,Chrome Patching,Claytons-Mac.local,Clayton@example.com,Success,0,Success,105.0.5195,04/05/2023,DB6D0C6F
Google Chrome,Chrome Patching,Diegos-Mac.local,Diego@example.com,Success,0,Success,112.0.5615,04/05/2023,7E567E6D
Google Chrome,Chrome Patching,Janes-Mac.local,Jane@example.com,Success,0,Success,112.0.5615,04/05/2023,F4AF17FC
Google Chrome,Chrome Patching,Jorges-Mac.local,Jorge@example.com,Success,0,Success,113.0.5672,04/05/2023,FA6B0675
Google Chrome,Chrome Patching,Thiagos-Mac.local,Thiago@example.com,Success,0,Success,113.0.5672,04/05/2023,D05F4FD4
Google Chrome,Chrome Patching,Tylers-Mac.local,Tyler@example.com,Success,0,Success,107.0.5304,04/05/2023,786186
Google Chrome,Chrome Patching,Julians-Mac.local,Julian@example.com,Success,0,Success,109.0.5414,04/05/2023,72719AD2
Google Chrome,Chrome Patching,Kayleighs-Mac.local,Kayleigh@example.com,Success,0,Success,112.0.5615,04/05/2023,D0DB51B7
Google Chrome,Chrome Patching,Elliots-Mac.local,Elliot@example.com,Waiting,1,Waiting,106.0.5249,04/05/2023,A7DF8FF0
Google Chrome,Chrome Patching,Legacys-Mac.local,Legacy@example.com,Success,0,Success,112.0.5615,04/05/2023,D4FAD104
Google Chrome,Chrome Patching,Beckhams-Mac.local,Beckham@example.com,Success,0,Success,109.0.5414,04/05/2023,ECEF9F1D
Google Chrome,Chrome Patching,Hadleys-Mac.local,Hadley@example.com,Success,0,Success,112.0.5615,04/05/2023,14BFAE57
Google Chrome,Chrome Patching,Zuris-Mac.local,Zuri@example.com,Success,0,Success,110.0.5481,04/05/2023,004D0013
Google Chrome,Chrome Patching,Alessias-Mac.local,Alessia@example.com,Success,0,Success,112.0.5615,04/05/2023,028AAEA0
Google Chrome,Chrome Patching,Corbins-Mac.local,Corbin@example.com,Success,0,Success,112.0.5615,04/05/2023,71F0C990
Google Chrome,Chrome Patching,Coopers-Mac.local,Cooper@example.com,Success,0,Success,109.0.5414,04/05/2023,FB73517F
Google Chrome,Chrome Patching,Nathans-Mac.local,Nathan@example.com,Success,0,Success,107.0.5304,04/05/2023,0CC45F31
Google Chrome,Chrome Patching,Arthurs-Mac.local,Arthur@example.com,Success,0,Success,105.0.5195,04/05/2023,E2375FD6
Google Chrome,Chrome Patching,Evas-Mac.local,Eva@example.com,Success,0,Success,113.0.5672,04/05/2023,6E769BC9
Google Chrome,Chrome Patching,Cohens-Mac.local,Cohen@example.com,Success,0,Success,112.0.5615,04/05/2023,6359AF75
Google Chrome,Chrome Patching,Ricardos-Mac.local,Ricardo@example.com,Success,0,Success,105.0.5195,04/05/2023,B3617917
Google Chrome,Chrome Patching,Scarletts-Mac.local,Scarlett@example.com,Success,0,Success,113.0.5672,04/05/2023,C2624A82
Google Chrome,Chrome Patching,Allies-Mac.local,Allie@example.com,Success,0,Success,113.0.5672,04/05/2023,4F6A032D
Google Chrome,Chrome Patching,Justins-Mac.local,Justin@example.com,Success,0,Success,113.0.5672,04/05/2023,24DDFE5F
Google Chrome,Chrome Patching,Aryas-Mac.local,Arya@example.com,Success,0,Success,113.0.5672,04/05/2023,BBBB1B9A
Google Chrome,Chrome Patching,Gabriels-Mac.local,Gabriel@example.com,Success,0,Success,109.0.5414,04/05/2023,B9D47559
Google Chrome,Chrome Patching,Jaces-Mac.local,Jace@example.com,Success,0,Success,111.0.5563,04/05/2023,509FF16E
Google Chrome,Chrome Patching,Octavias-Mac.local,Octavia@example.com,Success,0,Success,109.0.5414,04/05/2023,7669739A
Google Chrome,Chrome Patching,Rylies-Mac.local,Rylie@example.com,Success,0,Success,112.0.5615,04/05/2023,BDCD1A66
Google Chrome,Chrome Patching,Jetts-Mac.local,Jett@example.com,Success,0,Success,112.0.5615,04/05/2023,398E5E31
Google Chrome,Chrome Patching,Joaquins-Mac.local,Joaquin@example.com,Success,0,Success,112.0.5615,04/05/2023,CD498BE3
Google Chrome,Chrome Patching,Havens-Mac.local,Haven@example.com,Waiting,1,Waiting,106.0.5249,04/05/2023,71B14668
Google Chrome,Chrome Patching,Lolas-Mac.local,Lola@example.com,Success,0,Success,111.0.5563,04/05/2023,ADC79602
Google Chrome,Chrome Patching,Selenas-Mac.local,Selena@example.com,Success,0,Success,109.0.5414,04/05/2023,CDFF008E
Google Chrome,Chrome Patching,Camerons-Mac.local,Cameron@example.com,Success,0,Success,110.0.5481,04/05/2023,70205A2C
Google Chrome,Chrome Patching,Juliettes-Mac.local,Juliette@example.com,Success,0,Success,112.0.5615,04/05/2023,FE5A6B75
Google Chrome,Chrome Patching,Amirs-Mac.local,Amir@example.com,Success,0,Success,112.0.5615,04/05/2023,3D88F8A0
Google Chrome,Chrome Patching,Hopes-Mac.local,Hope@example.com,Success,0,Success,109.0.5414,04/05/2023,3411C683
Google Chrome,Chrome Patching,Vanessas-Mac.local,Vanessa@example.com,Waiting,1,Waiting,112.0.5615,04/05/2023,7842E440
Google Chrome,Chrome Patching,Archies-Mac.local,Archie@example.com,Success,0,Success,113.0.5672,04/05/2023,D3AF9480
Google Chrome,Chrome Patching,Isabels-Mac.local,Isabel@example.com,Success,0,Success,112.0.5615,04/05/2023,3F3E9444
Google Chrome,Chrome Patching,Siennas-Mac.local,Sienna@example.com,Success,0,Success,113.0.5672,04/05/2023,7596E1EE
Google Chrome,Chrome Patching,Hectors-Mac.local,Hector@example.com,Success,0,Success,113.0.5672,04/05/2023,B263514B
Google Chrome,Chrome Patching,Princes-Mac.local,Prince@example.com,Success,0,Success,113.0.5672,04/05/2023,8A9BC5BB
Google Chrome,Chrome Patching,Veras-Mac.local,Vera@example.com,Success,0,Success,113.0.5672,04/05/2023,2F51880B
Google Chrome,Chrome Patching,Jordans-Mac.local,Jordan@example.com,Success,0,Success,105.0.5195,04/05/2023,12F15BCD
Google Chrome,Chrome Patching,Elizas-Mac.local,Eliza@example.com,Success,0,Success,113.0.5672,04/05/2023,8A236A3A
Google Chrome,Chrome Patching,Crews-Mac.local,Crew@example.com,Success,0,Success,113.0.5672,04/05/2023,70BC8FB0
Google Chrome,Chrome Patching,Elsies-Mac.local,Elsie@example.com,Success,0,Success,112.0.5615,04/05/2023,5574BA4D
Google Chrome,Chrome Patching,Colsons-Mac.local,Colson@example.com,Success,0,Success,113.0.5672,04/05/2023,BAF3F2EB
Google Chrome,Chrome Patching,Annalises-Mac.local,Annalise@example.com,Waiting,1,Waiting,112.0.5615,04/05/2023,003A0337
Google Chrome,Chrome Patching,Edgars-Mac.local,Edgar@example.com,Success,0,Success,112.0.5615,04/05/2023,C673523F
Google Chrome,Chrome Patching,Bakers-Mac.local,Baker@example.com,Success,0,Success,112.0.5615,04/05/2023,B9273F20
Google Chrome,Chrome Patching,Alayas-Mac.local,Alaya@example.com,Success,0,Success,113.0.5672,04/05/2023,31B09BE2
Google Chrome,Chrome Patching,Ariellas-Mac.local,Ariella@example.com,Success,0,Success,112.0.5615,04/05/2023,D064E0B4
Google Chrome,Chrome Patching,Leightons-Mac.local,Leighton@example.com,Success,0,Success,112.0.5615,04/05/2023,59EFAE59
Google Chrome,Chrome Patching,Hayess-Mac.local,Hayes@example.com,Success,0,Success,109.0.5414,04/05/2023,21B7CFFD
Google Chrome,Chrome Patching,Cesars-Mac.local,Cesar@example.com,Success,0,Success,105.0.5195,04/05/2023,CDF70CD5
Google Chrome,Chrome Patching,Kais-Mac.local,Kai@example.com,Success,0,Success,109.0.5414,04/05/2023,D8BE36C0
Google Chrome,Chrome Patching,Amys-Mac.local,Amy@example.com,Success,0,Success,113.0.5672,04/05/2023,E871DEDD
Google Chrome,Chrome Patching,Edwins-Mac.local,Edwin@example.com,Success,0,Success,113.0.5672,04/05/2023,E4039245
Google Chrome,Chrome Patching,Kailanis-Mac.local,Kailani@example.com,Waiting,1,Waiting,106.0.5249,04/05/2023,DF54128F
Google Chrome,Chrome Patching,Masons-Mac.local,Mason@example.com,Success,0,Success,113.0.5672,04/05/2023,9FE303F4
Google Chrome,Chrome Patching,Brookss-Mac.local,Brooks@example.com,Success,0,Success,109.0.5414,04/05/2023,C5B7C44E
Google Chrome,Chrome Patching,Amiyahs-Mac.local,Amiyah@example.com,Success,0,Success,112.0.5615,04/05/2023,DEA813E2
Google Chrome,Chrome Patching,Magnolias-Mac.local,Magnolia@example.com,Success,0,Success,113.0.5672,04/05/2023,64F8038C
Google Chrome,Chrome Patching,Bennetts-Mac.local,Bennett@example.com,Success,0,Success,106.0.5249,04/05/2023,CD2FE111
Google Chrome,Chrome Patching,Maxs-Mac.local,Max@example.com,Success,0,Success,113.0.5672,04/05/2023,AE69FF00
Google Chrome,Chrome Patching,Harveys-Mac.local,Harvey@example.com,Success,0,Success,109.0.5414,04/05/2023,E78A7FCA
Google Chrome,Chrome Patching,Michelles-Mac.local,Michelle@example.com,Success,0,Success,112.0.5615,04/05/2023,4F6CD419
Google Chrome,Chrome Patching,Andrews-Mac.local,Andrew@example.com,Success,0,Success,109.0.5414,04/05/2023,70AD6CF6
Google Chrome,Chrome Patching,Vincents-Mac.local,Vincent@example.com,Success,0,Success,105.0.5195,04/05/2023,A41AA6B4
Google Chrome,Chrome Patching,Maximuss-Mac.local,Maximus@example.com,Success,0,Success,112.0.5615,04/05/2023,EC899E7D
Google Chrome,Chrome Patching,Camilas-Mac.local,Camila@example.com,Success,0,Success,112.0.5615,04/05/2023,5D6369FB
Google Chrome,Chrome Patching,Stevies-Mac.local,Stevie@example.com,Success,0,Success,109.0.5414,04/05/2023,A71FAE06
Google Chrome,Chrome Patching,Chloes-Mac.local,Chloe@example.com,Success,0,Success,113.0.5672,04/05/2023,B392D52A
Google Chrome,Chrome Patching,Mias-Mac.local,Mia@example.com,Success,0,Success,107.0.5304,04/05/2023,8AABACDF
Google Chrome,Chrome Patching,Erics-Mac.local,Eric@example.com,Success,0,Success,109.0.5414,04/05/2023,557E7D4D
Google Chrome,Chrome Patching,Peters-Mac.local,Peter@example.com,Waiting,1,Waiting,112.0.5615,04/05/2023,2E8B9A2B
Google Chrome,Chrome Patching,Greysons-Mac.local,Greyson@example.com,Waiting,1,Waiting,103.0.5060,04/05/2023,EEAE867E
Google Chrome,Chrome Patching,Ivans-Mac.local,Ivan@example.com,Success,0,Success,112.0.5615,04/05/2023,D9F4A7C7
Google Chrome,Chrome Patching,Matthews-Mac.local,Matthew@example.com,Success,0,Success,113.0.5672,04/05/2023,6F281FF2
Google Chrome,Chrome Patching,Atlass-Mac.local,Atlas@example.com,Waiting,1,Waiting,106.0.5249,04/05/2023,C50414D3
Google Chrome,Chrome Patching,Celestes-Mac.local,Celeste@example.com,Success,0,Success,112.0.5615,04/05/2023,FA5393AF
Google Chrome,Chrome Patching,Pablos-Mac.local,Pablo@example.com,Success,0,Success,105.0.5195,04/05/2023,B56B756F
Google Chrome,Chrome Patching,Amaras-Mac.local,Amara@example.com,Success,0,Success,113.0.5672,04/05/2023,EDDE801F
Google Chrome,Chrome Patching,Maias-Mac.local,Maia@example.com,Success,0,Success,112.0.5615,04/05/2023,B71FB763
Google Chrome,Chrome Patching,Lucianos-Mac.local,Luciano@example.com,Success,0,Success,111.0.5563,04/05/2023,83912C7F
Google Chrome,Chrome Patching,Ashers-Mac.local,Asher@example.com,Success,0,Success,110.0.5481,04/05/2023,3E9CD567
Google Chrome,Chrome Patching,Evans-Mac.local,Evan@example.com,Waiting,1,Waiting,112.0.5615,04/05/2023,A8F7E25B
Google Chrome,Chrome Patching,Navys-Mac.local,Navy@example.com,Success,0,Success,112.0.5615,04/05/2023,ABCFBAF7
Google Chrome,Chrome Patching,Elliotts-Mac.local,Elliott@example.com,Success,0,Success,110.0.5481,04/05/2023,8B8C66A6
Google Chrome,Chrome Patching,Anas-Mac.local,Ana@example.com,Success,0,Success,112.0.5615,04/05/2023,0B765B26
Google Chrome,Chrome Patching,Eleanors-Mac.local,Eleanor@example.com,Success,0,Success,111.0.5563,04/05/2023,9037517E
Google Chrome,Chrome Patching,Elisas-Mac.local,Elisa@example.com,Success,0,Success,112.0.5615,04/05/2023,D6AC7F12
Google Chrome,Chrome Patching,Franks-Mac.local,Frank@example.com,Success,0,Success,113.0.5672,04/05/2023,CC5BB1C0
Google Chrome,Chrome Patching,Dallass-Mac.local,Dallas@example.com,Waiting,1,Waiting,112.0.5615,04/05/2023,6C927F95
Google Chrome,Chrome Patching,Ximenas-Mac.local,Ximena@example.com,Success,0,Success,112.0.5615,04/05/2023,C71CD77F
Google Chrome,Chrome Patching,Rileys-Mac.local,Riley@example.com,Success,0,Success,107.0.5304,04/05/2023,1F74AF43
Google Chrome,Chrome Patching,Jesses-Mac.local,Jesse@example.com,Success,0,Success,109.0.5414,04/05/2023,819F815C
Google Chrome,Chrome Patching,Jareds-Mac.local,Jared@example.com,Success,0,Success,113.0.5672,04/05/2023,CFF2DE7E
Google Chrome,Chrome Patching,Kehlanis-Mac.local,Kehlani@example.com,Success,0,Success,107.0.5304,04/05/2023,6957E0FE
Google Chrome,Chrome Patching,Odins-Mac.local,Odin@example.com,Success,0,Success,113.0.5672,04/05/2023,9EFEBFE9
Google Chrome,Chrome Patching,Nehemiahs-Mac.local,Nehemiah@example.com,Success,0,Success,107.0.5304,04/05/2023,40A68890
Google Chrome,Chrome Patching,Thomass-Mac.local,Thomas@example.com,Success,0,Success,109.0.5414,04/05/2023,D4197FF8
Google Chrome,Chrome Patching,Caydens-Mac.local,Cayden@example.com,Success,0,Success,112.0.5615,04/05/2023,A34E7B95
Google Chrome,Chrome Patching,Emilios-Mac.local,Emilio@example.com,Success,0,Success,112.0.5615,04/05/2023,44CC05BB
Google Chrome,Chrome Patching,Jacksons-Mac.local,Jackson@example.com,Success,0,Success,113.0.5672,04/05/2023,68307714
Google Chrome,Chrome Patching,Xaviers-Mac.local,Xavier@example.com,Success,0,Success,112.0.5615,04/05/2023,DDDB76E0
Google Chrome,Chrome Patching,Ariannas-Mac.local,Arianna@example.com,Success,0,Success,105.0.5195,04/05/2023,B8634F36
Google Chrome,Chrome Patching,Shilohs-Mac.local,Shiloh@example.com,Success,0,Success,109.0.5414,04/05/2023,D9DC408C
Google Chrome,Chrome Patching,Jades-Mac.local,Jade@example.com,Success,0,Success,113.0.5672,04/05/2023,1A7E16D2
Google Chrome,Chrome Patching,Winters-Mac.local,Winter@example.com,Success,0,Success,109.0.5414,04/05/2023,BF734A2F
Google Chrome,Chrome Patching,Esthers-Mac.local,Esther@example.com,Success,0,Success,112.0.5615,04/05/2023,D9ED46FF
Google Chrome,Chrome Patching,Quinns-Mac.local,Quinn@example.com,Success,0,Success,112.0.5615,04/05/2023,77529D62
Google Chrome,Chrome Patching,Willows-Mac.local,Willow@example.com,Success,0,Success,111.0.5563,04/05/2023,A0BCFA81
Google Chrome,Chrome Patching,Bellas-Mac.local,Bella@example.com,Success,0,Success,105.0.5195,04/05/2023,AD17F00B
Google Chrome,Chrome Patching,Codys-Mac.local,Cody@example.com,Success,0,Success,107.0.5304,04/05/2023,57F8AD79
Google Chrome,Chrome Patching,Lydias-Mac.local,Lydia@example.com,Success,0,Success,113.0.5672,04/05/2023,B7F7B15E
Google Chrome,Chrome Patching,Milans-Mac.local,Milan@example.com,Success,0,Success,112.0.5615,04/05/2023,DE6C396E
Google Chrome,Chrome Patching,Jaydens-Mac.local,Jayden@example.com,Success,0,Success,112.0.5615,04/05/2023,9C6B878A
Google Chrome,Chrome Patching,Damons-Mac.local,Damon@example.com,Waiting,1,Waiting,110.0.5481,04/05/2023,71750AEF
Google Chrome,Chrome Patching,Charlis-Mac.local,Charli@example.com,Success,0,Success,111.0.5563,04/05/2023,ACEC7A94
Google Chrome,Chrome Patching,Daleyzas-Mac.local,Daleyza@example.com,Success,0,Success,112.0.5615,04/05/2023,39F5A9A7
Google Chrome,Chrome Patching,Miriams-Mac.local,Miriam@example.com,Success,0,Success,112.0.5615,04/05/2023,D131EABA
Google Chrome,Chrome Patching,Reeses-Mac.local,Reese@example.com,Success,0,Success,113.0.5672,04/05/2023,E27EFCE6
Google Chrome,Chrome Patching,Ezequiels-Mac.local,Ezequiel@example.com,Success,0,Success,110.0.5481,04/05/2023,7884923F
Google Chrome,Chrome Patching,Armanis-Mac.local,Armani@example.com,Waiting,1,Waiting,113.0.5672,04/05/2023,F8813EDD
Google Chrome,Chrome Patching,Rivers-Mac.local,River@example.com,Success,0,Success,105.0.5195,04/05/2023,A7ABD49D
Google Chrome,Chrome Patching,Rebeccas-Mac.local,Rebecca@example.com,Success,0,Success,111.0.5563,04/05/2023,CDB8ADBB
Google Chrome,Chrome Patching,Melanies-Mac.local,Melanie@example.com,Success,0,Success,112.0.5615,04/05/2023,FD0B8A20
Google Chrome,Chrome Patching,Silass-Mac.local,Silas@example.com,Success,0,Success,112.0.5615,04/05/2023,116B67D4
Google Chrome,Chrome Patching,Kalebs-Mac.local,Kaleb@example.com,Success,0,Success,109.0.5414,04/05/2023,94F9D580
Google Chrome,Chrome Patching,Connors-Mac.local,Connor@example.com,Success,0,Success,113.0.5672,04/05/2023,51F50D47
Google Chrome,Chrome Patching,Joshuas-Mac.local,Joshua@example.com,Success,0,Success,109.0.5414,04/05/2023,4A3141F9
Google Chrome,Chrome Patching,Jacobs-Mac.local,Jacob@example.com,Success,0,Success,113.0.5672,04/05/2023,A0CB05C2
Google Chrome,Chrome Patching,Callies-Mac.local,Callie@example.com,Success,0,Success,109.0.5414,04/05/2023,D48FF791
Google Chrome,Chrome Patching,Axels-Mac.local,Axel@example.com,Success,0,Success,113.0.5672,04/05/2023,9F6F2A03
Google Chrome,Chrome Patching,Haileys-Mac.local,Hailey@example.com,Waiting,1,Waiting,104.0.5112,04/05/2023,98BCE3E7
Google Chrome,Chrome Patching,Dominics-Mac.local,Dominic@example.com,Success,0,Success,113.0.5672,04/05/2023,BF999BB0
Google Chrome,Chrome Patching,Lilas-Mac.local,Lila@example.com,Success,0,Success,113.0.5672,04/05/2023,E3ED5246
Google Chrome,Chrome Patching,Marens-Mac.local,Maren@example.com,Success,0,Success,113.0.5672,04/05/2023,F53B6AD4
Google Chrome,Chrome Patching,Wrens-Mac.local,Wren@example.com,Success,0,Success,112.0.5615,04/05/2023,DB4E9A38
Google Chrome,Chrome Patching,Juliets-Mac.local,Juliet@example.com,Success,0,Success,110.0.5481,04/05/2023,C282647A
Google Chrome,Chrome Patching,Orions-Mac.local,Orion@example.com,Waiting,1,Waiting,105.0.5195,04/05/2023,461F1165
Google Chrome,Chrome Patching,Leos-Mac.local,Leo@example.com,Success,0,Success,112.0.5615,04/05/2023,108EFA6E
Google Chrome,Chrome Patching,Lyrics-Mac.local,Lyric@example.com,Success,0,Success,109.0.5414,04/05/2023,99DF9E3D
Google Chrome,Chrome Patching,Enzos-Mac.local,Enzo@example.com,Success,0,Success,112.0.5615,04/05/2023,D6576EE9
Google Chrome,Chrome Patching,Javiers-Mac.local,Javier@example.com,Success,0,Success,112.0.5615,04/05/2023,B97D7EC9
Google Chrome,Chrome Patching,Alaynas-Mac.local,Alayna@example.com,Success,0,Success,102.0.5005,04/05/2023,788476F6
Google Chrome,Chrome Patching,Nylahs-Mac.local,Nylah@example.com,Success,0,Success,107.0.5304,04/05/2023,115D056D
Google Chrome,Chrome Patching,Declans-Mac.local,Declan@example.com,Waiting,1,Waiting,111.0.5563,04/05/2023,BA6ED65F
Google Chrome,Chrome Patching,Alexiss-Mac.local,Alexis@example.com,Waiting,1,Waiting,112.0.5615,04/05/2023,C9A343A3
Google Chrome,Chrome Patching,Esmes-Mac.local,Esme@example.com,Success,0,Success,104.0.5112,04/05/2023,A5C5796B
Google Chrome,Chrome Patching,Daniellas-Mac.local,Daniella@example.com,Success,0,Success,109.0.5414,04/05/2023,56A9A859
Google Chrome,Chrome Patching,Mackenzies-Mac.local,Mackenzie@example.com,Success,0,Success,112.0.5615,04/05/2023,9D0183FF
Google Chrome,Chrome Patching,Jocelyns-Mac.local,Jocelyn@example.com,Success,0,Success,112.0.5615,04/05/2023,77763C57
Google Chrome,Chrome Patching,Savannahs-Mac.local,Savannah@example.com,Success,0,Success,113.0.5672,04/05/2023,DDFBCF45
Google Chrome,Chrome Patching,Rileys-Mac.local,Riley@example.com,Success,0,Success,113.0.5672,04/05/2023,6A76B1A0
Google Chrome,Chrome Patching,Islas-Mac.local,Isla@example.com,Waiting,1,Waiting,112.0.5615,04/05/2023,D8CB7BA7
Google Chrome,Chrome Patching,Bradys-Mac.local,Brady@example.com,Success,0,Success,105.0.5195,04/05/2023,3FCFA8FE
Google Chrome,Chrome Patching,Eduardos-Mac.local,Eduardo@example.com,Success,0,Success,113.0.5672,04/05/2023,B9DAAF8C
Google Chrome,Chrome Patching,Abrahams-Mac.local,Abraham@example.com,Success,0,Success,113.0.5672,04/05/2023,CDE46726
Google Chrome,Chrome Patching,Carsons-Mac.local,Carson@example.com,Success,0,Success,113.0.5672,04/05/2023,9B9F223E
Google Chrome,Chrome Patching,Royces-Mac.local,Royce@example.com,Success,0,Success,112.0.5615,04/05/2023,4BACD9C7
Google Chrome,Chrome Patching,Finleys-Mac.local,Finley@example.com,Success,0,Success,112.0.5615,04/05/2023,BB90E7C0
Google Chrome,Chrome Patching,Rhetts-Mac.local,Rhett@example.com,Success,0,Success,105.0.5195,04/05/2023,8C35BB68
Google Chrome,Chrome Patching,Malias-Mac.local,Malia@example.com,Success,0,Success,105.0.5195,04/05/2023,7506FB9C
Google Chrome,Chrome Patching,Mylas-Mac.local,Myla@example.com,Success,0,Success,109.0.5414,04/05/2023,65614BF8
Google Chrome,Chrome Patching,Jeremiahs-Mac.local,Jeremiah@example.com,Success,0,Success,113.0.5672,04/05/2023,6DB46D42
Google Chrome,Chrome Patching,Devins-Mac.local,Devin@example.com,Success,0,Success,102.0.5005,04/05/2023,6B68973D
Google Chrome,Chrome Patching,Teagans-Mac.local,Teagan@example.com,Success,0,Success,103.0.5060,04/05/2023,10DC7324
Google Chrome,Chrome Patching,Dylans-Mac.local,Dylan@example.com,Success,0,Success,113.0.5672,04/05/2023,B6DA9892
Google Chrome,Chrome Patching,Aziels-Mac.local,Aziel@example.com,Success,0,Success,112.0.5615,04/05/2023,476EC66C
Google Chrome,Chrome Patching,Jordans-Mac.local,Jordan@example.com,Success,0,Success,112.0.5615,04/05/2023,F42D9D95
Google Chrome,Chrome Patching,Phoebes-Mac.local,Phoebe@example.com,Success,0,Success,112.0.5615,04/05/2023,66BC6CFB
Google Chrome,Chrome Patching,Zyaires-Mac.local,Zyaire@example.com,Success,0,Success,111.0.5563,04/05/2023,B844D93F
Google Chrome,Chrome Patching,Lennons-Mac.local,Lennon@example.com,Success,0,Success,112.0.5615,04/05/2023,CBE1B1F0
Google Chrome,Chrome Patching,Karters-Mac.local,Karter@example.com,Success,0,Success,112.0.5615,04/05/2023,6799CFDA
Google Chrome,Chrome Patching,Lilahs-Mac.local,Lilah@example.com,Success,0,Success,113.0.5672,04/05/2023,F41B6A62
Google Chrome,Chrome Patching,Adalynns-Mac.local,Adalynn@example.com,Success,0,Success,113.0.5672,04/05/2023,47A1875F
Google Chrome,Chrome Patching,Jonahs-Mac.local,Jonah@example.com,Success,0,Success,105.0.5195,04/05/2023,D1EA927F
Google Chrome,Chrome Patching,Dawsons-Mac.local,Dawson@example.com,Success,0,Success,113.0.5672,04/05/2023,E3E5F3FF
Google Chrome,Chrome Patching,Bentleys-Mac.local,Bentley@example.com,Success,0,Success,105.0.5195,04/05/2023,65C71ED4
Google Chrome,Chrome Patching,Andersons-Mac.local,Anderson@example.com,Success,0,Success,111.0.5563,04/05/2023,AD0163F2
Google Chrome,Chrome Patching,Julianas-Mac.local,Juliana@example.com,Success,0,Success,113.0.5672,04/05/2023,116BFF00
Google Chrome,Chrome Patching,Jasons-Mac.local,Jason@example.com,Success,0,Success,113.0.5672,04/05/2023,D75225E6
